"","Basal","none","LumA_Normal","Her2","LumB"
"IGSF3",0.209251444139579,0.0883497587920266,0.0829951287019179,0.00581064585169432,0.0164095446279845
"PSMA5",0.279282807895346,0.0625216894350349,0.0673304116372252,0.179246647257194,0.16616199786255
"CD53",0.0223780645328124,0.0282053500710921,0.0286677086162066,0.0742614775988415,0.170075223882994
"PROK1",0.00295360791024804,0.000963675292461699,0.00260996035759258,0.00409400148861309,0.00314569489161461
"CELSR2",0.0191946595763131,0.0539906114637402,0.10026494962913,0.108376805000744,0.0167642231717435
"ALDH9A1",0.146113295213638,0.0898896577147436,0.0883889398481472,0.0938920440716201,0.0659447495519716
"ATP1B1",0.0452692848381079,0.0157002814985255,0.0874652864049567,0.119230681016973,0.0765517427347554
"TIPRL",0.219959013420452,0.102863626214194,0.00337317116707378,0.0165684033295254,0.433506892810114
"POGK",0.09241148665064,0.0485048452817944,0.0216038601084081,0.130948461792504,0.290904661278643
"MPC2",0.042649546151355,0.114336829404127,0.0947846864619333,0.121983329080494,0.0218570116249565
"CREG1",0.379725109458453,0.028836275198246,0.0226208830462801,0.0810359529967684,0.0574600418786758
"DCAF6",0.102084559543076,0.0899442568317081,0.00612936462493543,0.112914172637997,0.139986677831574
"TMCO1",0.127474083340972,0.133574612884184,0.0266854983296035,0.200624206975765,0.182356237489983
"DPT",0.0115822300144496,0.114360729198532,0.0733805804928827,0.0414801814187764,0.0102514459057443
"MGST3",0.0239579658612746,0.0271876265792206,0.0287542859346974,0.0364137948331428,0.199889511805548
"NECTIN4",0.259692298909505,0.0274225876293875,0.0117708562283825,0.0335223382447376,0.0388215297186083
"UFC1",0.0677100012545962,0.110922233235481,0.169664343223847,0.209275349823775,0.215890356412258
"RGS5",0.00861532909947181,0.0123461393082696,0.0247073079016632,0.0160179002048146,0.00593999515124461
"SDHC",0.180611304595125,0.153837433223004,0.0360024628402896,0.0115115709423407,0.129546282326403
"PFDN2",0.375729860038019,0.00119609880051974,0.0172041672524789,0.0136062546975137,0.068181884869464
"PRCC",0.380265649328367,0.266211337163685,0.068581482523433,0.0218328256307072,0.401540164423814
"METTL25B",0.0899056172508545,0.0312031369651347,0.318444423312554,0.194431490985115,0.181809167104668
"MRPL24",0.208433465955898,0.218258343765908,0.176723365801194,0.0124544875339765,0.116347437314754
"CASQ1",0.000929307106932781,0.0489004020175116,0.0084914729227065,0.00611387594582679,0.0023481623409033
"CRABP2",0.0204753139423345,0.0648618972448473,0.0491348573651077,0.0319706680269858,0.0885967787695787
"HDGF",0.180615674322962,0.0284301330586215,0.0261800125922331,0.0664681517915668,0.387083445600932
"RGS16",0.0509457787110034,0.115858911936367,0.0727146717326065,0.10500866637178,0.0404272269888979
"TOR1AIP1",0.00293494716714458,0.212370380110316,0.237400681010495,0.0979778981797629,0.10230996713338
"PRUNE1",0.282684487658541,0.164740867038872,0.0213228356061521,0.143184192169246,0.23696632505602
"TUFT1",0.0333588638011277,0.0333311212784069,0.0564034841578166,0.140278036816026,0.0685125426631524
"SF3B4",0.330536812607071,0.061139117544187,0.0553660923306088,0.179667485032283,0.000598533101691643
"ECM1",0.00169851966348456,0.0727211279632067,0.0166169782784443,0.0329102189199311,0.0252466166380752
"TARS2",0.162559104657368,0.0545078055000527,0.131382280265199,0.0124412702985457,0.0939482099794589
"CGN",0.0402906552348575,0.0736370460394961,0.120136807412903,0.147030416964182,0.0854774763409359
"MCL1",0.202045126445062,0.0618925084689501,0.12515455379348,0.0916146673877828,0.0670188724263845
"CTSK",0.0139822019765219,0.0137347008931638,0.0184741927962042,0.0120931412157876,0.0180395655101625
"RFX5",0.208161934904668,0.0776185033296182,0.0695376244597908,0.130345503975608,0.0551826716523792
"PI4KB",0.331127914066882,0.160010211598197,0.0414501939315091,0.0390845426080056,0.211379963728998
"PIP5K1A",0.350306273434113,0.108249286264435,0.0931936016216674,0.201701485046584,0.0649637028569359
"ANP32E",0.199520906761343,0.00228055599698186,0.00426905594034707,0.00342965086576666,0.0840127239257966
"MINDY1",0.028353924312411,0.161960815959602,0.110103813312701,0.169542829550393,0.0443891041249422
"ANXA9",0.0118518058342128,0.159480240867724,0.110812469943607,0.130838544303237,0.0342102994035442
"SELENBP1",0.0661837623756365,0.0561335971024736,0.0709605426432899,0.209781205412733,0.0561114111337213
"CERS2",0.00816178818182055,0.121868548539887,0.0716803732225657,0.179589486306576,0.198497987820732
"ENSA",0.0507596428999765,0.0243429685983183,0.0564811745732818,0.0865387917993346,0.0792027060877541
"MRPL9",0.392183281436827,0.0488150712296268,0.0292757358661754,0.0447813553786887,0.108380395387508
"POGZ",0.0207583054627892,0.215935550040917,0.135940339940189,0.225860429838351,0.141747523172894
"GOLPH3L",0.0271759158944245,0.0552996597599369,0.0202384501154229,0.120408241795088,0.0441452445164955
"DTL",0.0283275815668386,0.000396873154170336,0.0171219383630467,0.0264935414985687,0.0864993411265288
"SUSD4",0.0550562469643407,0.0625813628779087,0.00466305572542043,0.0439331055884485,0.0503083132927121
"DUSP10",0.0430507052780705,0.155439607262261,0.0238242734253284,0.0504303056447923,0.109647337700264
"TP53BP2",0.214587132622052,0.0149273735035266,0.0130603803673331,0.0207309381966181,0.190952507065853
"ADAM15",0.188041872772415,0.0324246768274781,0.0591556440069898,0.0319867798258016,0.275288254056768
"S100A8",0.0305750624244568,3.46592765321807e-05,5.53540699378365e-06,1.80420309837931e-05,0.00697794923573775
"TPM3",0.383888367925223,0.127404410979912,0.197486491787944,0.210339588536441,0.0919313787164154
"SNAPIN",0.0679514007598981,0.0896944696001952,0.328718445007558,0.329827199500547,0.126481528345724
"S100A7",0.0270041803977371,3.84717829331785e-05,1.97985264482631e-05,0.00215378956221341,0.0101492803969882
"UBAP2L",0.129089510676074,0.0576136352552631,0.263740614464147,0.0198892324460167,0.395398103182198
"HAX1",0.226175619907037,0.0663681035215289,0.0807131564714418,0.222185701931439,0.365129438198733
"CREB3L4",0.0387058109538876,0.059003271205925,0.115468837605744,0.239238680295122,0.0385243121569027
"EFNA3",0.0570051273972011,0.00302036967564643,0.0185884617699501,0.0677874552427417,0.167549365892545
"C1orf43",0.161491194881827,0.173310633702324,0.0777284777237466,0.186279206428274,0.275895697131021
"ILF2",0.146609454000864,0.0458479675236629,0.00466568231175104,0.0536383157862285,0.414755925760642
"ACTA1",0.00852428140055624,0.00232736985406467,0.00194424465320408,0.0021716523896101,0.00492093832065383
"SCCPDH",0.0052136078006189,0.201774537839404,0.0729742174925057,0.277059431009619,0.102831514191162
"ACP1",0.0937111317718703,0.0793487652988276,0.107141302248932,0.181688344258028,0.333862082201116
"SRP9",0.128653760676668,0.0680734539653021,0.13657862768159,0.168819389672886,0.31643956215985
"NVL",0.0640170787268174,0.0994441477234753,0.0725981372674788,0.126094963687077,0.131218514910403
"DEGS1",0.0318097953248359,0.0239577451677862,0.0158016590299928,0.00486471548563155,0.143387418029289
"FBXO28",0.007514219222223,0.0561220366082884,0.0989737561975753,0.238480630726073,0.204783927042736
"ARF1",0.0390190612002229,0.157173487145841,0.107613162424002,0.274969673189413,0.445251512600923
"ITPKB",0.105046299286131,0.0047205351416937,0.00900906631185495,0.0208434878846307,0.0379741272108739
"GUK1",0.242405079481531,0.0411204491367768,0.0941198657618942,0.147669553790186,0.253092582382909
"MBOAT2",0.047548716488526,0.00748201121331532,0.0262143607793106,0.00719592200788728,0.0699888142359114
"PARP1",0.0139160896363011,0.0500575346154912,0.0125559345437824,0.285628607939638,0.374313392981147
"EPHX1",0.0208935436311024,0.0236570114053733,0.0883582187080361,0.258263939194605,0.057274096585983
"ETNK2",0.00947107736043918,0.0668992337952356,0.0719606486363928,0.0883163574014431,0.0299664110871209
"PLEKHA6",0.0352101703682872,0.191345918916618,0.036332429435351,0.118513707399529,0.0370694607575929
"ARL8A",0.212637659538968,0.0852644336731402,0.180423925106335,0.225198756578636,0.119212024899267
"PDIA6",0.281922949578112,0.0112424570868011,0.0101831652410323,0.0137097551193256,0.133833103751441
"RHOB",0.0177275566015221,0.326825384615124,0.103252592287771,0.0675697065830945,0.0148394828550939
"CALM2",0.0959163440807004,0.0343504399871936,0.0586422756664252,0.15500692165792,0.192536579082711
"RPS27A",0.382409059243439,0.0252604306677784,0.0653952062148961,0.0401017159136363,0.024332943839666
"SNRPG",0.445972843806981,0.00552897379654188,0.0242164063882322,0.177705423907887,0.0107191821329398
"SNRNP200",0.0754830255166263,0.0772959921585641,0.0933205509747784,0.191068974884317,0.297121135387737
"TEX261",0.393229797486365,0.0766745804909331,0.0454670747664772,0.0993206209433965,0.426536722588348
"RALB",0.101283226971876,0.200574062894758,0.0170602640033491,0.329006232707959,0.196414412249764
"SLC20A1",0.0863598800955844,0.0142351821069968,0.000326273871970946,0.212958538533027,0.194812555564994
"AFF3",0.0118568842739076,0.065920377226281,0.119332510231303,0.0401996071512952,0.00891580444687844
"UBXN4",0.147919378531078,0.070533500400052,0.239364920889081,0.450851582073025,0.00809169614065046
"SPOPL",0.045596861660904,0.0781634361166957,0.0669302406335123,0.301678682615655,0.0575973922920092
"PKP4",0.0725843678912357,0.0338868918335203,0.26189554430106,0.141747590398669,0.20987963909914
"HSPD1",0.0201517287602202,0.0132434250356303,0.00961336598519978,0.0370638135575247,0.107735318176863
"ACKR3",0.00372394930297573,0.0321516625172292,0.00409584677533584,0.152374444480042,0.00171746435105742
"HES6",0.0425079359205023,0.0037484378005735,0.00850515102160379,0.00161451781720956,0.114653808638218
"RETREG2",0.320223779708477,0.345406719066547,0.166794898600635,0.248743830221426,0.0318838225915848
"CTDSP1",0.132305956342142,0.0867923397282762,0.639142839512463,0.18360764335532,0.353031927020767
"CSRNP1",0.0389762944708537,0.0960942303816481,0.0345420303519531,0.0731873962048533,0.0476894068354742
"GOLGA4",0.152897209468407,0.0860149214426161,0.0641554912370923,0.259321607686287,0.173239233785868
"RPL32",0.210190216801392,0.13181960635028,0.121379644318883,0.0235297240143014,0.129427010029895
"ARL6IP5",0.0545522304246353,0.320423720376742,0.287163882660914,0.0704654788831222,0.238482350873143
"LRIG1",0.040614910173713,0.221648935709366,0.045020049559393,0.0291474305593962,0.0611978606645341
"NFKBIZ",0.00930479076864875,0.0459344207709585,0.0379701166039056,0.00647994367497103,0.01176879622522
"COL8A1",0.029753165465514,0.105399610719034,0.0658532879986704,0.0685545789741135,0.0248081969577843
"SRPRB",0.00600212663094672,0.0895589500866683,0.0965448341110779,0.0330744466912975,0.532752112860917
"AGTR1",0.00326509818457836,0.067828262864812,0.00470047991553241,0.035701602814087,0.00475289043715136
"EIF2A",0.149852086647893,0.0611097218107343,0.0853652291619174,0.0972458625636486,0.358952544465611
"TCTA",0.0700033080742453,0.185180761257118,0.151659717464553,0.348893360191066,0.0912445026490198
"MANF",0.228250845167057,0.0946122197630196,0.0858650448655013,0.0413456723051561,0.166474941508669
"OCIAD2",0.230483148881846,0.0289215010215533,0.0336573336496959,0.023518233851797,0.237155576170099
"SCD5",0.0531553533683924,0.0118367649782994,0.0439076518030714,0.0167899471689392,0.0664287040702013
"ENOPH1",0.128740414065345,0.0490505718739982,0.0297638285811497,0.187137213679215,0.263083569455883
"CCNA2",0.283684561772143,0.000524638604454702,0.000805239243971343,0.0132539784312079,0.00082011943041469
"SFRP2",0.0393440746994758,0.12055485376244,0.135959256943158,0.121254742758357,0.0244298327683187
"RPS3A",0.0021596838704578,0.0133417474134319,0.113256138271014,0.140822973479136,0.091499075140549
"GLRA3",0.00237779669632399,0.0316800509194206,0.00565614510769824,0.0130667782837965,0.00399852703644453
"NDUFS6",0.068050006514766,0.0640937119954534,0.0444037769975656,0.122553981878929,0.19408576083115
"MARCHF6",0.0515981230303475,0.21419302393559,0.160619198233853,0.376187689133402,0.00802928581205578
"RPL37",0.107920204431912,0.0411740406530966,0.0691232481890084,0.0779431127662298,0.094418033824096
"OSMR",0.136451999119363,0.036780168300962,0.0125285179909367,0.0177075590250311,0.0971004133252086
"PLK2",0.0393563594335274,0.0702451516844403,0.0638391301249651,0.0593312792205673,0.0174862362392613
"GZMA",0.106505880148041,0.0138413572656747,0.0140895959421355,0.0170894601489151,0.0852365402319839
"PIK3R1",0.0080880450049661,0.0427534087788527,0.098708740046572,0.22341322945289,0.11107233852779
"IQGAP2",0.0304701041393618,0.151551023761693,0.00670284263288649,0.0674969735465765,0.0127011059102544
"RASA1",0.048085125337536,0.0192444603060207,0.11429701568262,0.154039479495821,0.0628094898837164
"PAM",0.11013330168905,0.00972964310966301,5.78291810232835e-05,0.0154005691860734,0.0494853652557081
"BTF3",0.140349723115316,0.309221178988713,0.0710546615549711,0.299813950448202,0.0804536688993414
"YIPF5",0.0322819007419268,0.351456943450004,0.219018562495536,0.189263867677874,0.179829045952637
"CXCL14",0.00366644020750856,0.0376746679336844,0.0287939565213862,0.00221099690897403,0.00566313126578328
"RNF145",0.1035848043008,0.00316400436675003,0.0161162116313307,0.0134021321740419,0.154621930524204
"TNIP1",0.222434266534802,0.269613661878941,0.217567195341682,0.108780898806785,0.179024122185226
"NHP2",0.253531900594348,0.0642844489964533,0.0666655145636337,0.247008461905053,0.151298935094129
"BOD1",0.0961995105432211,0.138878106314928,0.0801250298433894,0.1597648557926,0.169818403421413
"CPLX2",0.00313447501250742,0.0213208504132278,0.00289509856645493,0.0165826956475161,0.00416432507442202
"ZMAT2",0.00394651855094832,0.0879408089797019,0.058449331567313,0.422756372387599,0.421581796633633
"HIGD2A",0.0869351744992745,0.194559082431615,0.0892162734591426,0.073152060414468,0.211958182029602
"TNFRSF21",0.0291359394363766,0.00100974892321902,0.00700041155895543,0.00296156181474158,0.153112689499267
"MMUT",0.0206688671498593,0.0529030698393874,0.0358564995234224,0.100131816158731,0.0924996810776279
"PPP1R18",0.404204380850122,0.0171897994684958,0.0291547719662725,0.0412274713664482,0.106892922590694
"SCUBE3",0.0543276223615285,0.00135645201571573,0.00347312867564268,0.0039104862846377,0.038828069086888
"RPL7L1",0.119787879187955,0.0151483393262671,0.0167587502693337,0.0164836522533466,0.0243224231680102
"TPBG",0.0273354276792049,0.163926978557667,0.195298872501211,0.128111807438685,0.0406366659477091
"PNRC1",0.257301015746911,0.0189472884917922,0.0606906325166919,0.0194191108657231,0.125174015584575
"ABRACL",0.15781076172976,0.0063390196851911,0.0061060608587857,0.0239184388514545,0.169442943857446
"DYNLT1",0.204070765610544,0.150212012885737,0.13746376291394,0.164916235118737,0.187692452147001
"TMEM181",0.0275060329399046,0.0443350358738551,0.0840053908863412,0.0272888269415425,0.0645428359261973
"ARMT1",0.010919388679765,0.0568059083016257,0.0306613675064481,0.135330726039164,0.0427293344961106
"C7orf50",0.174226118165294,0.0349033237670068,0.0414444760019271,0.19113171613806,0.17466984391823
"EGFR",0.0280627806470175,2.11129106982749e-06,2.2297046347943e-05,7.62820682710407e-06,0.00147199763386729
"CDCA5",0.0751042034964701,0.00108213968850458,0.00212184167773275,0.00839786686804328,0.0948487320955466
"IGFBP3",0.149089048887859,0.0240871042816586,0.0174503754709865,0.00729655892236285,0.0401966733774767
"IGFBP1",0.00529601493959905,0.000281649806955532,0.0110432128482051,0.00359145923736209,0.000383726438435084
"MDH2",0.0309079895687995,0.00166807376701815,0.0492682196189904,0.0382593616951708,0.154639134785682
"NIPSNAP2",0.0439946148906556,0.0191158149489094,0.0121121902262735,0.00316340054737279,0.0296035121188664
"CCT6A",0.0321751833065184,0.00223928007644227,0.0050448016863486,0.00941679445400825,0.0416630687776601
"PSPH",0.0645895152305588,0.00216824159769442,0.00133205324950581,0.00387912442009674,0.0175568915202809
"ZNF92",0.010951572307317,0.0632691819558479,0.0663951226238153,0.0499461125519469,0.0170788146296953
"MEPCE",0.00594238746280021,0.175099731669913,0.0106793355971213,0.137762993669221,0.27155016022913
"TMEM47",0.0212766659924886,0.0183737085795424,0.00924335565715488,0.00577244301993012,0.00697329271448378
"MSN",0.367304624521591,0.00842557843248779,0.030966478213256,0.0203548042814561,0.0959732146520954
"SLC16A2",0.00032638090245736,0.0405324464016988,0.0277362504347153,0.0537721646118099,0.0943490012702521
"NDUFB11",0.177836480906194,0.0547771035569334,0.0564309644708566,0.0101720388575831,0.0597585760651194
"NONO",0.261663839762571,0.0704870354754694,0.0805842171235213,0.186648468715557,0.0620454392576876
"EBP",0.0563623148898549,0.00283897690682112,0.00276089667625801,0.038104447195518,0.125838502042343
"OGT",0.190411111003614,0.0916696440206119,0.106043949859007,0.0261747579311351,0.164621197006263
"SNX12",0.0310013191061346,0.181910333017812,0.335688630244129,0.0845022381201953,0.28247952170383
"IGSF1",0.00023952069510916,0.00497718852790353,0.00281646913066362,0.00580058096932715,0.00677244690050508
"ARHGAP36",0.00232548726834555,0.00535035871178998,0.00360472197483765,0.00368937887621493,0.000866091557873253
"GPC3",0.00365441513416742,0.0201227206910689,0.0069510388946368,0.0123965388600215,0.00773633203817167
"RBMX",0.153057499330677,0.13891213935467,0.162589477621463,0.0112077711908905,0.331677170285117
"MAGEA4",0.0494811741518182,6.60306947299898e-07,3.34049087226584e-07,9.09526152694497e-06,0.00128328244134879
"NSDHL",0.111915798854069,0.10490231805445,0.101649938045861,0.108455848518735,0.358138062301867
"ZNF185",0.0268194992700827,0.0778149301083261,0.0212495591932958,0.0809564287069027,0.0584273025744202
"CETN2",0.0974656136420358,0.184800356774466,0.0229958135058926,0.242397547958962,0.248156526074676
"RPL10",0.174148598144427,0.179338450571412,0.1668273259479,0.164286097974766,0.22468533777426
"ATP6V1B2",0.0745309580837169,0.00439045520169003,0.0290695981267126,0.0334060486498069,0.0510689478742111
"STAR",0.0679946304638361,0.00705647972455531,0.0175507112958936,0.00444638087671926,0.0326664403061926
"PLPBP",0.011544267585034,0.0135001674584873,0.0135413936455839,0.0705807380570426,0.0883392695372083
"ERLIN2",0.0298308955758611,0.0154648026595066,0.00963111382144502,0.0941248261237789,0.0180520538368626
"PXDNL",0.00320920613740636,0.0184004870416372,0.0121870481104406,0.0131624274091448,0.00619833992234964
"TACC1",0.0452054103247189,0.0214676539411267,0.0234044763211523,0.0542395809928812,0.00577966798616945
"PLPP5",0.0123120362718792,0.0448192494666464,0.0186730090070253,0.0539333308718812,0.0289390746685174
"NSD3",0.00372336938794174,0.0318051901395789,0.038954166021137,0.0593156585651705,0.0493768931724209
"RPL7",0.201565559534987,0.0454179345735898,0.0185079175690156,0.0251628943418098,0.20971052619724
"MTDH",0.0911724541448902,0.0562882510100028,0.0281283654688483,0.0678986571758104,0.319638747770015
"POLR2K",0.0269327599013218,0.0514212336256165,0.040321129262825,0.00591224003643894,0.366092241782239
"MAL2",0.0493550710069065,0.0665930384230359,0.020697001884977,0.0840732379622344,0.0235660123315854
"EIF3H",0.116463265367391,0.0134716624844103,0.0328786008017829,0.0712614797401861,0.0729960513938823
"AK3",0.35300812663508,0.0816681863092417,0.208456801999081,0.180422993443236,0.0746451480313489
"NFIB",0.162070036410979,0.00145255312160282,0.00204618265140043,0.00284555771887855,0.103921043256412
"PLIN2",0.114182536587691,0.0037239401632659,0.00721068087063788,0.00655859421797895,0.0747557017443974
"CDKN2B",0.110387859285883,0.0215321347616337,0.0122536493031043,0.0322479412623656,0.023540236779616
"CDKN2A",0.170363722805989,1.32815875996895e-05,5.83334822643608e-06,1.55354807448272e-05,0.00568031182269946
"SIGMAR1",0.291839560528713,0.0126036991914766,0.0674392892632145,0.0696134495990918,0.296023926652805
"NTRK2",0.00206358540163304,0.011363486509131,0.0485078278149752,0.00102872835336947,0.00389400369442826
"MFSD14B",0.328352239204278,0.0534112761332666,0.0224845696119685,0.208538841423541,0.261972135152366
"UGCG",0.00895909373673873,0.131841212615028,0.0830007697556453,0.0921143087000736,0.00386227914689128
"STOM",0.0251675467403249,0.163939602606809,0.0501349916125413,0.0398771970276578,0.0862301108075631
"GSN",0.335390153936539,0.0815623067408916,0.0121422759051261,0.12354015750111,0.127536287890439
"ALAD",0.0964060541198399,0.392600975260052,0.173350680265283,0.080422839088862,0.140944378141479
"POLE3",0.342808704828401,0.0395639710906843,0.0676915904596788,0.0435484072244355,0.362627534920311
"SURF4",0.394654213175926,0.00799579270444196,0.18607555776235,0.0242644996984777,0.153056699737614
"SURF1",0.0905747828113773,0.249674323598667,0.0343361602097883,0.245222702045628,0.170339804637078
"SURF2",0.107749022663153,0.0214490418658423,0.115773175490388,0.190475689113177,0.115527208637994
"RPL7A",0.226862694756815,0.183162692580199,0.0489855912731189,0.344732717835264,0.106007139725366
"GTF3C5",0.419322265843193,0.00183860215341824,0.00679395032746383,0.073006227173593,0.0449028561456529
"SH3GLB2",0.0755429371064824,0.0706264107960857,0.163541562930884,0.14565550002008,0.226185422691689
"PTGES",0.0154534350731623,0.00879293039137862,0.0230162340757427,0.0378249163124963,0.0118482735038026
"LCN2",0.0454165847213856,1.49762360836136e-05,2.44343488357084e-05,1.60571875322286e-05,0.00305743092495779
"GPR107",0.185076140236337,0.262956379221139,0.176624476254446,0.158262559768501,0.0280621367012188
"PAXX",0.0375804688950073,0.000414460204709493,0.0449461797013248,0.171356596820568,0.194646931825064
"SEC16A",0.00414515565136353,0.187008726644755,0.1123332018252,0.179855150103339,0.134664265917903
"MSRB2",0.0710595233065552,0.123423269347405,0.0187609345439094,0.127206884589327,0.0186341755638186
"FAM171A1",0.297528231154868,8.51181775465447e-06,0.000127812894017147,1.20774500876058e-05,0.00891182822512994
"RSU1",0.188783141519855,0.00643932064653872,0.025926954933233,0.0160299935925347,0.158236693579823
"ANKRD30A",0.000865378219008634,0.00902765039506607,0.00882701180493825,0.0222563297339427,0.00329077585673435
"GLUD1",0.0309759071785444,0.420659627838666,0.0728552249600749,0.0506602686902926,0.151036581588655
"ADD3",0.040897516590838,0.0729534521553366,0.0621003011934928,0.0481583389473744,0.0586926700904626
"EIF4EBP2",0.14419345226791,0.037081484133908,0.0377214999677501,0.12117725878017,0.0748446757385012
"PLEKHS1",0.0684265694454625,0.0590668635851949,0.0328278887784901,0.0763169847973831,0.12442789887315
"MKI67",0.261733119516352,0.000771129221902219,0.0026095928535529,0.0131533777305552,0.225497606804685
"GSTO1",0.445003060864376,0.0672104484030411,0.119326459113524,0.251017165041973,0.178907482153741
"ADAM12",0.181403515548915,0.120903117440176,0.0201596032255518,0.0691989893569073,0.0481435248644863
"RGS10",0.219929579233902,0.0139367445022441,0.0386745184987337,0.0146959814299842,0.124538042970835
"ADM",0.042428083668966,0.000808915432315987,0.00128366670927051,0.00139132127065252,0.0497204376440182
"PAMR1",0.00129217679342897,0.0262069030519516,0.168284693265482,0.0346821678866596,0.018658771269785
"EIF3M",0.0844053250358357,0.0235538458736732,0.0278811096045679,0.0487681038611974,0.09712129748917
"TNKS1BP1",0.0392281490455985,0.297501597520895,0.155361540984464,0.00401633497206541,0.25257970589814
"SERPING1",0.0220203041704662,0.146703439476321,0.0720685891743191,0.189777169870875,0.228217138521685
"SSRP1",0.190245851101002,0.0109204729273698,0.012963716575959,0.0158162986424978,0.137819952633462
"ARFGAP2",0.0926361470019157,0.280200425487873,0.174107339364185,0.0983845263116883,0.297423953820402
"SESN3",0.0190588131148578,0.0331028510940688,0.00922520059431038,0.0397239952088125,0.00363856027471586
"ENDOD1",0.0626016602827876,0.0195129199964979,0.0810663999669282,0.00649862376823974,0.174461753806047
"SERPINH1",0.223684940958779,0.0108508903399988,0.0397517275663683,0.00690218058227968,0.0189228133059168
"PAK1",0.0207766570484124,0.000822125945662655,0.00341441140430902,0.0281844573987053,0.00325323912786774
"RPS3",0.0339412159880776,0.0158150113709337,0.0073501541152135,0.0392992765155367,0.0587229240527307
"LAMTOR1",0.139907828319591,0.296917730973965,0.0128179180595128,0.0582628157187519,0.106635373547704
"ST14",0.174265554594419,0.0150857644941616,0.0141718883029278,0.0241972936329813,0.140011193121476
"HYOU1",0.183017468152517,0.00755485271092344,0.0303281113686124,0.0264391568991063,0.178023860339073
"MTA2",0.317986215049981,0.0392475723746686,0.0840725446171026,0.146834703203583,0.118367410745255
"FRG1BP",0.117828817995193,0.0657009175514862,0.224395904885633,0.182408758914918,0.0870153663066561
"CPSF7",0.0549790587156202,0.0675552851908443,0.139761982018329,0.00559648165651048,0.25534994298351
"B3GAT3",0.0150660488390671,0.120331927823465,0.166006596503075,0.0325893857510121,0.164841159148314
"EI24",0.404910029859457,0.0459518250448571,0.0622799655294317,0.106365781627569,0.104369330178796
"ESAM",0.110308579495599,0.0345744805924563,0.198786827074003,0.179291439968048,0.106174842781782
"TMEM25",0.0110334364857068,0.0446818990588808,0.0315392239882105,0.399723262881543,0.0534370948338996
"TAGLN",0.144161033724936,0.0197992951356536,0.07178233500335,0.0303519894970026,0.0582812730475849
"COMMD7",0.302466414359445,0.0706607960184226,0.0909454210385812,0.26080658382972,0.0459723944966283
"DSN1",0.067183385781226,0.0144481753086799,0.0268528286837714,0.0791526628815882,0.196115105647302
"LSM14B",0.0594228596332947,0.0285553640589741,0.0214679626061738,0.150548195065666,0.185041764168579
"YTHDF1",0.0259925928522358,0.0751670134058432,0.0506888954487017,0.127643177739329,0.173225370773955
"MRPL49",0.0687450490402668,0.0207213872819909,0.0085977835620585,0.0624102694007171,0.143974371026536
"FAU",0.195254984205665,0.0227036602018553,0.0924689868182864,0.0624523096876847,0.0376581770654427
"TM7SF2",0.0152880032090881,0.0144018527012739,0.0237998056248686,0.141507449496463,0.0203143206575986
"PPP4C",0.115291550675652,0.13114079906456,0.0730080110344234,0.103390372749417,0.255807289209735
"TMEM219",0.0161814178422333,0.193449662780422,0.200644403812079,0.184474266187378,0.0815082869302777
"MMP3",0.0113647302345206,0.0185411172235932,0.0287899453557042,0.00453432466604465,0.0738501956629006
"MKX",0.00218564383821954,0.0287996989830959,0.0258813908233369,0.0105361586722469,0.0025468922738602
"ITGB1",0.254877760362457,0.00441779380889204,0.140446787768259,0.148546928324012,0.211400049259333
"CWC15",0.299559522732419,0.0661711370999532,0.0384620501664274,0.0631945369055269,0.0767264972418957
"ARID5B",0.182825766408187,0.0889141159446241,0.111133530486975,0.154015098242056,0.109144187324217
"SAP18",0.064883499807018,0.180489294243577,0.27023454391901,0.350846830392049,0.0191991387756131
"PDCD4",0.0468215737886476,0.0953192488009363,0.236613149767633,0.0126959565988851,0.0573141744122881
"ADRA2A",0.0195389321112052,0.0612662856363878,0.0474826696556433,0.0854113976816273,0.00857487141902217
"GPM6A",0.000910066614746613,0.00363641868031466,0.00489548015789373,0.0145695262720925,0.000922549404987975
"FSIP1",0.0021021957424922,0.103120142351539,0.0730771615311915,0.0499214397151232,0.0188013067895137
"PRSS23",0.00939735308876183,0.0501790659709124,0.00959313328843911,0.0888155138143694,0.00773250063808826
"MTMR12",0.244147947057554,0.0475752189459816,0.0430076023004352,0.0248488138140792,0.226415511690078
"CCT5",0.241530881960749,0.0336574038621297,0.0149605513793237,0.0909982631557982,0.0404941415034918
"TIMM8B",0.184024228436776,0.0809219914101852,0.0280330236259414,0.103255828706043,0.140621047764444
"CRIM1",0.0148326266296913,0.182213176365661,0.32742324747825,0.0922421789095009,0.0605343511818496
"SEC24D",0.137549819091241,0.0510388372550063,0.0501469450905568,0.0977491653640016,0.130801200094947
"UBC",0.419773908628557,0.101788787042858,0.418890070052954,0.0957295195750135,0.0441846481579311
"NOCT",0.0922102000398297,0.0149107894897903,0.00763772339980134,0.00507901720301507,0.051577423583959
"TMEM86A",0.0164021043061814,0.0331060787440029,0.00636986243293892,0.0469253989161343,0.0786956999063549
"TMEM263",0.143999073193952,0.165360594347508,0.083614105495645,0.151708974518759,0.147505779913366
"PLBD2",0.233052816824492,0.193093379601047,0.171005037509704,0.187725484526245,0.162735236571234
"DLG5",0.00533117881148171,0.1368287920488,0.122575013441833,0.218906822441166,0.0134806504469439
"TWF1",0.0132644285265299,0.155171773073315,0.0396273633103764,0.142813550162198,0.111727732664136
